rougher	deficit	deficit
happened	danger	identifying
happen	conscious	conscious
happens	!	!
happen	disabled	disabled
happened	fertility	fertility
happens	!	!
saved	cure	cure
save	anchor	anchor
saves	!	!
save	consumption	consumption
saved	interception	aids
saves	!	!
understood	disturbance	disturbance
understand	basically	basically
understands	!	!
understand	raising	raising
understood	treasury	treasury
understands	!	!
brought	carrying	mob
bring	pile	pile
brings	steals	steals
bring	josh	kingston
brought	surprise	da
brings	highway	pile
led	sanders	sanders
lead	swiss	swiss
leads	starts	steals
lead	ruled	risks
led	ironically	ironically
leads	butter	butter
had	obligations	obligations
have	immigration	immigration
has	tumors	tumors
have	youth	youth
had	breakthrough	breakthrough
has	worms	worms
sought	seeking	seeking
seek	aimed	attempt
seeks	occupational	arises
seek	youth	youth
sought	ahl	ahl
seeks	unlike	unlike
said	und	und
say	rotten	rotten
says	rama	alive
say	davenport	stockholm
said	convincing	convincing
says	everybody	everybody
looked	emily	emily
look	correlation	correlation
looks	provides	juice
look	conventional	conventional
looked	corn	corn
looks	blind	blind
resolved	entrusted	entrusted
resolve	accept	accept
resolves	transfers	transfers
resolve	!	!
resolved	!	!
resolves	incident	incident
returned	7	7
return	30th	30th
returns	7	7
return	fails	surrender
returned	dies	dies
returns	carnegie	strongest
used	zambia	zambia
use	freely	freely
uses	combines	combines
use	ornamental	ornamental
used	custom	diplomat
uses	terrace	terrace
offered	ceded	ceded
offer	positioned	positioned
offers	encourages	encourages
offer	build	build
offered	fees	fees
offers	corresponds	corresponds
believed	comments	comments
believe	harold	harold
believes	comments	comments
believe	legally	legally
believed	communists	communists
believes	harold	harold
felt	featured	featured
feel	poetic	poetic
feels	gonna	gonna
feel	worried	worried
felt	coup	coup
feels	couldn	couldn
determined	fill	fill
determine	migration	migration
determines	systematic	medley
determine	legally	legally
determined	corresponds	constraints
determines	migration	migration
gave	luigi	luigi
give	theresa	theresa
gives	harmony	harmony
give	encourages	encourages
gave	planets	planets
gives	birth	u
thought	commentary	commentary
think	harbor	harbor
thinks	comments	comments
think	elena	elena
thought	coup	coup
thinks	ugly	ugly
came	holt	holt
come	divide	divide
comes	probable	blades
come	haunted	haunted
came	yankees	yankees
comes	fragment	harder
included	moose	moose
include	solar	solar
includes	snakes	snakes
include	fr	fr
included	morocco	morocco
includes	comfort	comfort
saved	lets	lets
save	listening	listening
saves	voiced	voiced
save	fr	fr
saved	yankees	yankees
saves	fragment	fragment
said	don	don
say	think	think
says	loves	loves
say	sleep	navarre
said	co-authored	co-authored
says	rises	explicitly
sought	fleeing	fleeing
seek	intent	intent
seeks	communicate	communicate
seek	navarre	navarre
sought	co-authored	co-authored
seeks	intent	intent
helped	tired	tired
help	admits	admits
helps	chances	chances
help	gill	gill
helped	earned	earned
helps	helps	helps
received	consoles	consoles
receive	diploma	diploma
receives	chances	chances
receive	yearly	yearly
received	spring	1.2
receives	attained	attained
came	tired	tired
come	bowling	bowling
comes	chances	chances
come	barnes	barnes
came	munster	munster
comes	bowling	bowling
got	consoles	consoles
get	witness	witness
gets	right	right
get	wants	wants
got	gangs	teddy
gets	asks	hello
told	tunnels	tunnels
tell	admits	admits
tells	grandmother	co-authored
tell	urging	urging
told	husband	husband
tells	theatres	theatres
stopped	understand	understand
stop	wound	wound
stops	ave	ave
stop	traction	traction
stopped	streetcar	commenced
stops	spotted	spotted
looked	kirby	kirby
look	sudden	sudden
looks	convinces	moth
look	bad	bad
looked	sings	recommendation
looks	tells	tells
became	duties	duties
become	bowie	bowie
becomes	hopes	hopes
become	fit	fit
became	wrote	recommendation
becomes	elliott	elliott
reduced	nature	nature
reduce	reducing	reducing
reduces	feed	feed
reduce	>	>
reduced	factors	factors
reduces	moisture	enclosure
sought	delegate	delegate
seek	demon	demon
seeks	fearing	benson
seek	football	football
sought	morality	boost
seeks	omar	omar
came	releasing	releasing
come	sharply	sharply
comes	!	!
come	suggests	suggests
came	fail	situation
comes	!	!
used	unused	unused
use	ornamental	ornamental
uses	!	!
use	demonstrate	demonstrate
used	reduction	reduction
uses	!	!
learned	impression	unused
learn	instructors	instructors
learns	!	!
learn	reveals	suggests
learned	reveals	reveals
learns	!	!
went	contestant	contestant
go	consumption	consumption
goes	!	!
go	consumption	consumption
went	suffer	suffer
goes	!	!
held	royals	royals
hold	bohemian	bohemian
holds	!	!
hold	maturity	maturity
held	linked	linked
holds	!	!
got	detailed	detailed
get	purely	purely
gets	700	700
get	plural	plural
got	pavilion	pavilion
gets	'll	jackson
began	recovered	recovered
begin	attempt	attempt
begins	affect	affect
begin	turns	turns
began	pond	pond
begins	resumed	resumed
accepted	parties	parties
accept	obligation	obligation
accepts	allowed	allowed
accept	offer	adam
accepted	credit	technically
accepts	steal	steal
became	nhs	form
become	lit	purely
becomes	lifelong	lifelong
become	unexpectedly	otherwise
became	leaves	leaves
becomes	catches	catches
discussed	nhs	nhs
discuss	purely	purely
discusses	interdisciplinary	interdisciplinary
discuss	relates	relates
discussed	specialists	specialists
discusses	convicted	convicted
protected	once	caused
protect	declared	ecuador
protects	occupational	occupational
protect	rajasthan	rajasthan
protected	deciduous	deciduous
protects	guns	guns
brought	tate	cannot
bring	activists	activists
brings	danger	danger
bring	josh	due
brought	40000	40000
brings	manufacturer	manufacturer
started	fifteenth	fifteenth
start	indianapolis	indianapolis
starts	strings	strings
start	gap	gap
started	gap	gap
starts	opener	opener
eliminated	collectively	cannot
eliminate	semifinals	semifinals
eliminates	weakness	optional
eliminate	!	!
eliminated	!	!
eliminates	seconds	seconds
accommodated	northbound	northbound
accommodate	!	!
accommodates	rides	rides
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	judiciary	judiciary
reach	reaching	cds
reaches	niche	niche
reach	ribs	ribs
reached	canyon	eccentric
reaches	sharing	sharing
knew	grew	grew
know	imagine	imagine
knows	somehow	comments
know	vhs	vhs
knew	annexed	annexed
knows	nobody	nobody
sent	judiciary	judiciary
send	performers	performers
sends	merchants	jesuit
send	alarm	alarm
sent	tablet	tablet
sends	send	send
called	civilian	civilian
call	toyota	toyota
calls	courtesy	comments
call	call	call
called	1842	1842
calls	fierce	streaming
worked	textbook	textbook
work	interviewed	interviewed
works	duty	duty
work	reggae	reggae
worked	vineyards	vineyards
works	opportunities	mid-1980s
earned	nigerian	nigerian
earn	attain	attain
earns	140	140
earn	!	!
earned	!	!
earns	bread	bread
protected	tobacco	tobacco
protect	reasonably	vishnu
protects	tobacco	tobacco
protect	eligible	eligible
protected	leone	leone
protects	cache	cache
met	midnight	midnight
meet	recommended	recommended
meets	per	per
meet	reasonably	troubles
met	judith	novelist
meets	convinced	convinced
got	bengal	bengal
get	gonna	gonna
gets	nice	nice
get	troubles	troubles
got	trusted	trusted
gets	asks	asks
built	restrictions	restrictions
build	constructed	constructed
builds	hydroelectric	hydroelectric
build	broken	broken
built	response	response
builds	excavated	excavated
won	kicked	kicked
win	nwa	nwa
wins	trophy	trophy
win	goals	goals
won	goals	competitive
wins	runner	runner
provided	implementation	implementation
provide	check	check
provides	confronts	confronts
provide	enables	enables
provided	graphical	graphical
provides	runner	runner
built	driven	fishing
build	entrances	entrances
builds	funded	funded
build	encouraging	encouraging
built	simpler	simpler
builds	renamed	renamed
asked	eurovision	1814
ask	check	check
asks	confronts	confronts
ask	encouraging	encouraging
asked	hanover	hanover
asks	confronts	sued
thought	appearing	appearing
think	encouraging	encouraging
thinks	confronts	confronts
think	know	confidence
thought	song	song
thinks	shocked	shocked
resolved	pius	secretariat
resolve	reduction	reduction
resolves	overall	overall
resolve	!	!
resolved	!	!
resolves	emphasize	emphasize
offered	manufacturers	manufacturers
offer	unite	unite
offers	bitter	bitter
offer	smile	peel
offered	import	import
offers	master	master
had	recognised	recognised
have	dress	dress
has	legends	legends
have	correspondence	correspondence
had	permitted	permitted
has	poems	poems
avoided	bush	bush
avoid	consonant	consonant
avoids	sporting	sporting
avoid	!	!
avoided	!	!
avoids	disputed	disputed
developed	secretariat	secretariat
develop	design	design
develops	limitations	marketplace
develop	abnormal	abnormal
developed	manipulation	regulate
develops	suited	suited
stayed	cool	cool
stay	offered	offered
stays	stream	stream
stay	cairo	cairo
stayed	peggy	peggy
stays	unchanged	unchanged
proved	wikipedia	wikipedia
prove	anticipated	anticipated
proves	discovers	discovers
prove	friction	burden
proved	representations	representations
proves	molecules	molecules
brought	planted	planted
bring	manitoba	manitoba
brings	trigger	trigger
bring	disputes	reject
brought	reject	reject
brings	comes	bath
liked	valuable	valuable
like	accept	accept
likes	chuck	chuck
like	addiction	addiction
liked	jr.	area
likes	pharmaceutical	pharmaceutical
served	wood	wood
serve	winnipeg	winnipeg
serves	130	130
serve	fellowship	fellowship
served	resigned	resigned
serves	pharmaceutical	pharmaceutical
supported	tender	tender
support	governance	governance
supports	joe	joe
support	governance	governance
supported	princeton	princeton
supports	devastated	devastated
called	pm	pm
call	curse	curse
calls	implied	pm
call	agreed	agreed
called	owl	owl
calls	spoke	spoke
got	tin	tin
get	pitcher	pitcher
gets	walked	walked
get	car	four-year
got	damaged	ghana
gets	wouldn	comics
told	believing	believing
tell	learns	pray
tells	afraid	afraid
tell	outcome	outcome
told	promotional	promotional
tells	feels	feels
learned	eccentric	towards
learn	learns	wrong
learns	siblings	siblings
learn	magistrate	tavern
learned	forest	forest
learns	drums	drums
left	wishing	wishing
leave	ballot	ballot
leaves	sleeping	sleeping
leave	deciduous	deciduous
left	fruits	fruits
leaves	crying	crying
knew	knows	knows
know	're	're
knows	maybe	maybe
know	haven	haven
knew	murders	sale
knows	feels	feels
allowed	subway	subway
allow	depart	visa
allows	sleeping	sleeping
allow	licensing	licensing
allowed	contains	contains
allows	genuine	thoughts
created	1891	1891
create	discovering	discovering
creates	supplement	supplement
create	capture	capture
created	sale	sale
creates	discovering	discovering
wanted	ira	ira
want	loving	loving
wants	sleeping	sleeping
want	exploit	exploit
wanted	civic	civic
wants	guilt	guilt
made	trusted	posterior
make	therapy	therapy
makes	!	!
make	deprived	deprived
made	deprived	deprived
makes	!	!
remained	fortified	fortified
remain	generous	harriet
remains	!	!
remain	celebrating	principle
remained	grouping	1800
remains	!	!
felt	involving	involving
feel	benefited	benefited
feels	!	!
feel	troubled	troubled
felt	ugly	ugly
feels	!	!
discussed	vicente	vicente
discuss	aware	aware
discusses	!	!
discuss	caring	principle
discussed	generations	generations
discusses	!	!
became	assassinated	assassinated
become	ended	therapy
becomes	!	!
become	dying	dying
became	wedding	wedding
becomes	!	!
supported	reinforce	zurich
support	factions	factions
supports	reinforce	reinforce
support	mega	mega
supported	torque	torque
supports	missions	missions
made	modern	modern
make	constitute	glen
makes	cement	represents
make	mega	mega
made	instead	instead
makes	cup	cup
asked	zurich	zurich
ask	g.	g.
asks	mentor	mentor
ask	liz	liz
asked	threatens	threatens
asks	teresa	teresa
started	clay	clay
start	efforts	factions
starts	seaside	seaside
start	mega	mega
started	picks	picks
starts	giovanni	giovanni
told	rubber	rachel
tell	sure	sure
tells	grandmother	lucas
tell	lois	mega
told	chronicles	chronicles
tells	gifted	gifted
reached	base	base
reach	missed	missed
reaches	topped	topped
reach	tickets	tickets
reached	north-eastern	north-eastern
reaches	rbi	103
left	worried	worried
leave	improve	improve
leaves	marrying	kim
leave	permission	permission
left	darwin	darwin
leaves	wing	wing
studied	diagnostic	committing
study	anthropology	anthropology
studies	studies	studies
study	accountability	accountability
studied	customs	customs
studies	conservatory	conservatory
followed	aligned	encoded
follow	establishing	establishing
follows	ribs	encoded
follow	darwin	darwin
followed	fatal	fatal
follows	assam	assam
changed	availability	availability
change	improve	improve
changes	sodium	sodium
change	mechanisms	mechanisms
changed	flexible	unclear
changes	daytime	daytime
won	semi-finals	semi-finals
win	contested	contested
wins	simply	simply
win	contestant	contestant
won	runners-up	lost
wins	two-time	doubles
opened	metre	metre
open	infant	infant
opens	follow-up	follow-up
open	kept	kept
opened	lost	lost
opens	700	700
studied	studied	studied
study	surviving	surviving
studies	heidelberg	heidelberg
study	identification	identification
studied	differed	differed
studies	mapping	mapping
accepted	costly	quarry
accept	recommendations	lisa
accepts	allowed	steep
accept	contestant	full-length
accepted	del	del
accepts	hears	hears
became	fashion	fashion
become	finest	finest
becomes	delicate	delicate
become	became	became
became	railways	railways
becomes	wakes	wealth
determined	systematic	scales
determine	progression	progression
determines	concealed	concealed
determine	cardinals	cardinals
determined	th	th
determines	assumes	assumes
ensured	tracking	tracking
ensure	progression	progression
ensures	prey	concealed
ensure	!	!
ensured	!	!
ensures	exit	exit
required	confiscated	fraction
require	complement	complement
requires	concealed	concealed
require	reject	reject
required	requirement	requirement
requires	limits	limits
became	long-time	albany
become	becomes	becomes
becomes	built	built
become	committee	committee
became	became	shoe
becomes	wrecked	wrecked
preserved	attractions	stems
preserve	caves	explain
preserves	swamp	swamp
preserve	!	!
preserved	!	!
preserves	encounters	encounters
paid	maternal	maternal
pay	expenses	expenses
pays	pays	pays
pay	debt	debt
paid	appointment	appointment
pays	confront	confront
began	vs	vs
begin	zombie	fatal
begins	bronx	bronx
begin	passage	passage
began	resumed	resumed
begins	atom	introduces
returned	1843	doctorate
return	earn	earn
returns	leave	leave
return	fatal	fatal
returned	gymnasium	gymnasium
returns	delivers	delivers
decided	tells	mentioned
decide	required	fatal
decides	discovers	discovers
decide	badminton	draft
decided	ambassador	ambassador
decides	realizing	realizing
avoided	forth	mentioned
avoid	clearly	clearly
avoids	hardcore	hardcore
avoid	!	!
avoided	!	!
avoids	wakes	fringe
